name,date_x,score,genre,overview,orig_title,orig_lang,budget_x,country
Brokeback Mountain,01/26/2006,78.0,"Drama,Romance","Rodeo cowboy Jack and ranch hand Ennis are hired as sheepherders in 1963 Wyoming. One night on Brokeback Mountain,they spark a physical relationship. Though Ennis marries his longtime sweetheart and Jack marries a fellow rodeo rider,they keep up their tortured,sporadic love affair for 20 years.",Brokeback Mountain,English,13900000.0,AU
Get the Gringo,05/24/2012,65.0,"Action,Thriller,Crime,Drama","A career criminal nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.",Get the Gringo,English,35000000.0,AU
Big Stan,06/06/2007,65.0,Comedy,"Rob Schneider writes and stars in this comedy about a nerdy con man whose swindling ways land him a stiff prison sentence. Terrified at the prospect of being raped in prison he enlists the aid of a mysterious kung-fu expert to teach him how to fight.",Big Stan,English,100000000.0,US
Pitch Perfect 2,05/07/2015,69.0,"Comedy,Music","The Bellas are back,and they are better than ever. After being humiliated in front of none other than the President of the United States of America,the Bellas are taken out of the Aca-Circuit. In order to clear their name,and regain their status,the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task,they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip,the Bellas can hopefully accomplish their dreams.",Pitch Perfect 2,English,29000000.0,AU
The Day of Swapping,07/10/2017,49.0,Romance,"Min-ho and Jeong-il end up working with each other's wives one day. As time passes,the men feel attracted physically to their friend's wives. In the end,Jeong-il suggests to Min-ho,Let's not take sides and just be happy as the four of us! They start swapping each other.",스와핑 하던 날,Korean,107800000.0,KR
Leprechaun: Back 2 tha Hood,12/30/2003,52.0,"Horror,Comedy","When Emily Woodrow and her friends happen on a treasure chest full of gold coins,they fail to to heed the warnings of a wise old psychic who had foretold that they would encounter trouble with a very nasty and protective Leprechaun.",Leprechaun: Back 2 tha Hood,English,131400000.0,US
Curse of the Blair Witch,07/11/1999,61.0,"Horror,Thriller","Mockumentary about the Blair Witch legend and the three filmmakers who disappeared in October of 1999. It first aired on the Sci-Fi Channel on July 11,1999 as a promotional prelude to the release of The Blair Witch Project on July 30,1999.",Curse of the Blair Witch,English,62600000.0,US
Paddington,11/24/2014,71.0,"Comedy,Adventure,Family","A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station,he meets the kindly Brown family.",Paddington,English,55000000.0,AU
Secretary,09/20/2002,68.0,"Comedy,Drama,Romance","A young woman,recently released from a mental hospital,gets a job as a secretary to a demanding lawyer,where their employer-employee relationship turns into a sexual,sadomasochistic one.",Secretary,English,4000000.0,US
Collateral,10/14/2004,72.0,"Drama,Crime,Thriller","Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.",Collateral,English,60000000.0,AU
The Portable Door,03/23/2023,63.0,"Fantasy,Adventure,Comedy","Paul Carpenter is an intern at a mysterious London firm with unconventional employers,including a CEO who wants to disrupt the ancient magical world with modern corporate practices.",The Portable Door,English,132400000.0,AU
Sputnik,04/23/2020,65.0,"Science Fiction,Drama,Horror","At the height of the Cold War,a Soviet spacecraft crash lands after a mission gone awry,leaving the commander as its only survivor. After a renowned Russian psychologist is brought in to evaluate the commander’s mental state,it becomes clear that something dangerous may have come back to Earth with him…",Спутник,Russian,48780000.0,RU
Remember Me,03/12/2010,71.0,"Drama,Romance","Still reeling from a heartbreaking family event and his parents' subsequent divorce,Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig,a gregarious beauty who witnessed her mother's death. But as the couple draws closer,the fallout from their separate tragedies jeopardizes their love.",Remember Me,English,16000000.0,US
Hidden Desire,11/15/1991,40.0,"Romance,Drama","David is sitting in a bar,musing over why he has bedded and left five or six of Asia's loveliest women in such a short time.",我為卿狂,Cantonese,112800000.0,HK
Killing Me Softly,06/21/2002,55.0,Thriller,"A woman grows suspicious of her controlling husband after she discovers secrets about the women in his past.",Killing Me Softly,English,25000000.0,GB
Skyscraper,07/12/2018,63.0,"Action,Thriller","Framed and on the run,a former FBI agent must save his family from a blazing fire in the world's tallest building.",Skyscraper,English,125000000.0,AU
The Protector 2,10/23/2013,60.0,Action,"Kham is the last in long line of guards who once watched over the King of Thailand's war elephants. Traditionally,only the perfect elephants could successfully help defend the throne,after his harrowing quest to retrieve the elephants,Kham returns to his village to live in peace. But for someone as good in martial arts as him,peace is but a wishful thought.",ต้มยำกุ้ง 2,Thai,6901932.5,TH
Creed,01/01/2010,80.0,Horror,"We don't have an overview translated in English. Help us expand our database by adding one.",Creed,English,37000000.0,US
Indecent Woman,09/18/1999,45.0,"Thriller,Crime","Upon knowing that her husband purposefully exchanged her body for business,Lam lost her control and killed her husband and devised a plan to lure her husband business partner and murdered him as well,Lam had a good impression in Ka-Wah and in order to get him in hand,she forced his girlfriend to commit suicide but fortunately she escaped and when the police came they found Ka-Wah was tied up on the bed. Upon arrested Lam,it came to the end of a tragic stroy",女色狼,Cantonese,88300000.0,HK
The Bodyguard,01/14/1993,67.0,"Thriller,Action,Drama,Music,Romance","A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first,the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long,all that tension sparks fireworks of another sort,and the love-averse tough guy is torn between duty and romance.",The Bodyguard,English,25000000.0,AU
The Art of Racing in the Rain,09/26/2019,82.0,"Drama,Romance,Comedy","A family dog - with a near-human soul and a philosopher's mind - evaluates his life through the lessons learned by his human owner,a race-car driver.",The Art of Racing in the Rain,English,18000000.0,AU
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,02/15/2019,78.0,"Action,Adventure,Comedy,Fantasy,Romance,Animation","In the city of Orario,beneath an impossibly tall tower,lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario,in the ruins of an ancient city,a new threat arises. To counter this threat,the goddess Artemis has come to Orario in search of a champion—but it’s not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel,a newbie adventurer partnered with a low-tier goddess.",劇場版 ダンジョンに出会いを求めるのは間違っているだろうか -オリオンの矢-,Japanese,163860000.0,JP
Rape Zombie: Lust of the Dead 4,08/02/2014,68.0,Horror,"In a devastated,post-apocalyptic world,all men have turned into rape demons. The only hope for the future is to travel to the past and prevent the outbreak,the source of which still remains a mystery.",レイプゾンビ4 LUST OF THE DEAD クローン巫女大戦,Japanese,84800000.0,JP
Ravenous,10/20/2017,59.0,"Horror,Drama,Science Fiction","In an isolated rural community of Quebec,Canada,some inhabitants attack other people,hungry for human flesh. A few survivors gather and go deep into the forest to escape them.",Les affamés,French,12000000.0,CA
42,05/01/2013,71.0,Drama,"The powerful story of Jackie Robinson,the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey,the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",42,English,31000000.0,AU
A Few Good Men,12/17/1992,75.0,Drama,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel,Lt. Cmdr. JoAnne Galloway,are assigned to a murder case,they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",A Few Good Men,English,33000000.0,AU
Friday the 13th Part 2,05/01/1981,61.0,"Horror,Thriller","Five years after the horrible bloodbath at Camp Crystal Lake,a new group of counselors roam the area,not sensing an ominous lurking presence that proves the grisly legend is real.",Friday the 13th Part 2,English,1250000.0,US
